EmployeeID,Name,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2651,Alice Foley,7.2014736724675,High,Excellent,Very High,Low,Good,23,Yes,Travel_Frequently,Research & Development,2,Master,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0
2652,Amanda Combs,7.4793373493975,High,Excellent,Low,Very High,Better,36,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4
2653,Richard Norton,6.221309683176944,Medium,Excellent,Very High,Medium,Better,36,No,Travel_Frequently,Research & Development,16,Below College,Medical,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2
2654,Andrew Perkins,10.178039937527778,Medium,Outstanding,High,High,Good,56,No,Non-Travel,Research & Development,8,Below College,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9
2655,Jason Mills,6.993070058009722,High,Outstanding,Low,Very High,Best,29,Yes,Travel_Rarely,Research & Development,9,Master,Medical,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2
2656,Mr. Ryan Valentine,6.457131860776389,Medium,Outstanding,Low,High,Good,42,No,Travel_Rarely,Research & Development,17,Below College,Life Sciences,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14
2657,Bruce Lara,7.404615127175278,High,Outstanding,Very High,High,Bad,56,Yes,Travel_Rarely,Sales,10,Master,Other,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8
2658,Crystal George,6.825716198125833,Very High,Excellent,Low,Medium,Better,41,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10
2659,Katelyn Fernandez,7.477456492636945,High,Excellent,Very High,High,Better,34,No,Travel_Rarely,Sales,1,Bachelor,Medical,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7
2660,April Gibson,6.770162873716944,High,Excellent,Very High,Very High,Good,36,No,Non-Travel,Sales,1,Below College,Medical,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11
2661,Charles Sheppard,6.37505243195,High,Excellent,High,Medium,Better,41,No,Travel_Rarely,Research & Development,1,Doctor,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4
2662,Anna Dickerson,10.149226907630275,High,Excellent,Very High,Low,Better,32,No,Travel_Rarely,Sales,9,Master,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2
2663,Phyllis Martinez,6.775146140115833,High,Excellent,High,Very High,Better,35,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7
2664,Peter Gonzalez,6.792039268183611,Medium,Outstanding,Low,Very High,Better,38,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9
2665,Vanessa Thomas,6.069919678714722,Medium,Excellent,Medium,High,Better,50,Yes,Travel_Frequently,Sales,4,College,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1
2666,Mike Mcdowell,5.691867469879444,Medium,Excellent,Medium,Very High,Good,36,No,Travel_Rarely,Research & Development,22,Master,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0
2667,Anthony Shaw,5.817244533690277,Very High,Excellent,Very High,High,Better,45,No,Travel_Rarely,Sales,24,Bachelor,Life Sciences,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1
2668,Jonathan Johnson,8.246529451137778,High,Excellent,High,High,Better,40,No,Travel_Rarely,Sales,10,Master,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2
2669,Patrick Rodriguez,6.933920124944167,Medium,Outstanding,High,High,Best,35,No,Travel_Frequently,Sales,7,College,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2
2670,Christian Cameron,6.317896028558611,High,Excellent,High,High,Better,40,No,Travel_Rarely,Research & Development,17,Master,Life Sciences,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2
2671,Tyler Stone,9.36237505577861,High,Excellent,High,Very High,Better,35,No,Travel_Rarely,Human Resources,14,Below College,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1
2672,Eric Crawford,5.551682284694167,Medium,Excellent,Very High,Medium,Better,29,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3
2673,Aaron Richmond,9.018544176706667,High,Excellent,Very High,Low,Bad,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4
2674,Christopher Jordan,7.013231816153334,High,Excellent,Very High,Low,Better,50,Yes,Travel_Rarely,Research & Development,17,Bachelor,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0
2675,Nicholas Sutton,6.852899375278889,Very High,Excellent,Medium,Very High,Good,39,No,Travel_Rarely,Sales,25,Bachelor,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6
2676,Shannon Landry,6.888547523426944,High,Excellent,Medium,Low,Better,31,No,Non-Travel,Research & Development,8,Master,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7
2677,Kurt Blevins,7.542733154841389,High,Outstanding,Very High,High,Better,26,No,Travel_Rarely,Research & Development,11,Master,Medical,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0
2678,John Wood,5.867147478803889,High,Excellent,High,Very High,Better,36,No,Travel_Frequently,Research & Development,5,Below College,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3
2679,Courtney Hurst,8.922465417224444,High,Excellent,Very High,Low,Better,39,No,Travel_Rarely,Research & Development,2,Below College,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7
2680,Mr. Brandon Calhoun,6.029400937081389,High,Outstanding,Medium,Medium,Better,27,No,Travel_Rarely,Research & Development,8,College,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3
2681,Matthew Taylor,6.002746541722222,Medium,Excellent,Very High,Medium,Good,49,No,Travel_Frequently,Research & Development,6,Below College,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8
2682,Jamie Caldwell,8.18005243195,High,Excellent,Medium,High,Best,34,No,Travel_Rarely,Sales,4,Bachelor,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2
2683,Jessica Pierce,6.132840249888333,High,Excellent,Medium,Very High,Bad,41,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5
2684,Jennifer Sellers,7.878145917001111,High,Outstanding,High,Medium,Better,49,No,Travel_Frequently,Sales,1,Master,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7
2685,Andrew Gaines,8.829211289602778,High,Excellent,Very High,High,Better,37,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0
2686,Gregory Reed,6.207484381972222,High,Excellent,Very High,High,Better,33,No,Travel_Frequently,Research & Development,10,College,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0
2687,Yesenia Scott,6.8974219098616665,Medium,Excellent,Low,Medium,Better,27,No,Travel_Rarely,Sales,5,Master,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2
2688,Kristen Lane,9.569344042837775,Medium,Excellent,Very High,Very High,Good,32,No,Travel_Frequently,Research & Development,9,College,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6
2689,Julia Reed,6.011343150379167,High,Excellent,High,Low,Good,59,No,Travel_Rarely,Sales,2,College,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0
2690,Roger Jones,7.733501784917222,High,Excellent,Very High,High,Better,30,No,Travel_Rarely,Research & Development,11,Master,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0
2691,Kyle Cooper,7.129545961624166,High,Excellent,Very High,High,Better,38,No,Travel_Frequently,Sales,18,Master,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8
2692,Antonio Brooks,7.106448014279167,High,Outstanding,High,High,Good,36,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7
2693,John Harris,9.996780455153887,High,Excellent,Low,Medium,Better,35,No,Travel_Rarely,Human Resources,3,Master,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3
2694,Eric Cooley,6.081030789825833,Medium,Excellent,Very High,High,Better,29,No,Travel_Rarely,Sales,29,Master,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8
2695,Robert Barnes,7.071315261044167,High,Excellent,Low,High,Good,31,No,Travel_Rarely,Research & Development,2,College,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3
2696,Dr. Ryan Alvarez,10.260771976795834,Medium,Excellent,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,28,Bachelor,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2
2697,Paul Pennington,7.3676204819275,High,Excellent,High,High,Better,28,Yes,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,5,Research Director,Single,100960,,13,0,6.0,2,4,0,3
2698,Mary Morris,10.012292503346666,Very High,Excellent,Medium,Low,Better,29,No,Travel_Rarely,Research & Development,16,College,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8
2699,Tonya Rivera,9.787185408299722,High,Excellent,Low,Medium,Good,32,No,Travel_Rarely,Human Resources,22,Bachelor,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5
2700,Claudia Cordova,7.659224676483611,Very High,Excellent,Very High,Very High,Good,22,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0
2701,Ricky Reed,9.252243418116668,High,Excellent,Low,Very High,Better,53,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7
2702,Melissa Howard,6.513829763498333,High,Excellent,Very High,Very High,Better,38,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2
2703,Alex Miller,5.952551316376389,Medium,Excellent,Low,High,Good,24,No,Non-Travel,Research & Development,1,Doctor,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3
2704,Timothy Moore,5.997884872824445,High,Excellent,High,Low,Better,36,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3
2705,Tyler Watson,5.548329986613056,High,Excellent,Low,Medium,Better,34,No,Travel_Rarely,Sales,24,Bachelor,Marketing,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11
2706,Charles Collins,7.661160196340833,High,Excellent,High,Very High,Better,21,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0
2707,Jennifer Robinson,7.258940205265278,Low,Excellent,Medium,Low,Better,34,Yes,Travel_Rarely,Sales,15,College,Marketing,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3
2708,Bill Howell,9.262873717090557,High,Excellent,High,,Good,53,No,Travel_Rarely,Sales,2,Below College,Life Sciences,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8
2709,Christina Austin,6.469776885318889,High,Excellent,Medium,Low,Better,32,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7
2710,Gregory Ochoa,6.781315261044167,Medium,Outstanding,High,Medium,,42,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2
2711,Sarah Mcfarland,7.628406961177777,High,Excellent,Low,Very High,Better,44,No,Travel_Rarely,Research & Development,3,Below College,Life Sciences,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17
2712,Morgan Newman,6.175506470325556,Low,Excellent,Medium,Low,Good,46,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1
2713,Cody Schroeder,8.1225925925925,High,Excellent,High,Very High,Better,33,No,Travel_Rarely,Sales,3,Bachelor,Medical,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0
2714,Jason Hobbs,5.925844489067222,High,Outstanding,Very High,Very High,Best,44,No,Travel_Rarely,Human Resources,26,Bachelor,Life Sciences,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3
2715,Dana Dunn,6.202795626952223,High,Excellent,Very High,High,Better,30,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8
2716,Dr. Manuel Ochoa,9.417527889335,High,Excellent,Very High,Very High,Best,39,Yes,Travel_Rarely,Human Resources,1,Master,Medical,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0
2717,Roger Levy,6.369046184738889,Medium,Excellent,Medium,Very High,Good,24,Yes,Travel_Rarely,Human Resources,2,Doctor,Human Resources,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0
2718,Christine Gomez,8.53712851405611,Medium,Excellent,Very High,High,Good,43,No,Travel_Rarely,Sales,9,Doctor,Technical Degree,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4
2719,Bryce Williams,6.733176037483055,Medium,Excellent,Low,High,Better,50,Yes,Travel_Rarely,Research & Development,12,Master,Medical,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2
2720,Chris Underwood,8.434079651940833,High,Excellent,Very High,Very High,Better,35,No,Travel_Rarely,Sales,2,Master,Marketing,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2
2721,Jessica Hughes,6.2280756358766665,Medium,Excellent,Medium,Low,Best,36,No,Travel_Rarely,Research & Development,25,Below College,Life Sciences,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0
2722,Jacob Martinez,5.913382418563056,Medium,Excellent,High,Low,Better,33,No,Travel_Frequently,Sales,9,College,Marketing,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3
2723,Robert Blackwell,7.2847021419008335,High,Excellent,High,Very High,Better,35,No,Travel_Rarely,Research & Development,10,Below College,Medical,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0
2724,Jennifer White,7.483652387326944,Medium,Excellent,Very High,Low,Better,27,No,Travel_Rarely,Sales,8,College,Marketing,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0
2725,Edward Herman,6.283877733154722,High,Excellent,Low,High,Good,26,Yes,Travel_Rarely,Sales,4,Bachelor,Marketing,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1
2726,Alexander Johnson,6.649164435519722,High,Outstanding,Very High,High,Better,27,No,Travel_Frequently,Sales,24,Bachelor,Life Sciences,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7
2727,Matthew Richard,5.765429495760555,Low,Excellent,High,Very High,Better,30,No,Travel_Frequently,Research & Development,1,Master,Medical,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7
2728,Clarence Smith,7.341761490405833,High,Excellent,Medium,High,Better,41,Yes,Travel_Rarely,Sales,20,Master,Marketing,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8
2729,Jennifer Stein,5.619178937973889,Medium,Excellent,Medium,High,Better,34,No,Non-Travel,Research & Development,7,College,Technical Degree,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7
2730,Jamie Hayes,8.623647925033334,Medium,Excellent,Medium,Medium,Better,37,No,Travel_Rarely,Research & Development,17,Bachelor,Life Sciences,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0
2731,Alan Nixon,6.614222445336667,High,Excellent,Low,Very High,Better,46,No,Travel_Frequently,Research & Development,20,Bachelor,Technical Degree,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8
2732,Kimberly Smith,8.74849286033,High,Excellent,Very High,Very High,Better,35,No,Travel_Rarely,Research & Development,8,Master,Medical,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1
2733,Jennifer Brown MD,10.328779562695,Low,Excellent,Low,High,Better,48,Yes,Travel_Rarely,Research & Development,2,Master,Technical Degree,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0
2734,Kevin Cruz,8.938624497991944,High,Outstanding,High,High,Good,28,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2
2735,Stephanie Robbins,8.912962962962778,High,Excellent,Medium,Low,Good,44,No,Travel_Rarely,Research & Development,1,Below College,Medical,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3
2736,Maria Escobar,9.823790718429168,High,Excellent,High,Low,Better,35,No,Non-Travel,Research & Development,5,Master,Technical Degree,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3
2737,Denise Ellis,8.090905845604444,High,Outstanding,,Very High,Good,26,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0
2738,Karen Franklin,5.983470548861945,High,Excellent,Low,Very High,Better,33,No,Travel_Frequently,Sales,29,Master,Life Sciences,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12
2739,James Davis,8.656019634091667,High,Outstanding,Medium,Low,Good,35,No,Travel_Frequently,Research & Development,15,Bachelor,Medical,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8
2740,Allison May,5.542759928603056,Medium,Excellent,High,Low,Better,35,No,Travel_Rarely,Human Resources,3,College,Life Sciences,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2
2741,Betty Davis,6.966222668451389,High,Excellent,Very High,Very High,Good,31,No,Travel_Rarely,Sales,10,College,Life Sciences,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7
2742,Todd Dean,7.623450468540556,High,Excellent,Low,High,Best,37,No,Travel_Rarely,Sales,4,Bachelor,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7
2743,Michael Martinez,5.663000892458611,High,Excellent,Low,Very High,Better,32,No,Travel_Rarely,Research & Development,21,Bachelor,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8
2744,Jerry Smith,9.376112226684445,High,Excellent,Very High,Very High,Better,38,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9
2745,Christina Flynn,6.653948014279167,High,Excellent,Medium,High,Good,50,No,Travel_Rarely,Sales,2,Master,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8
2746,Kevin Winters,5.739139892904722,High,Excellent,Low,Low,Good,59,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9
2747,Elizabeth Gray,7.498154841588334,High,Excellent,High,High,Better,36,No,Travel_Rarely,Sales,1,College,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8
2748,Dylan Wiggins,6.951155734047222,High,Excellent,Very High,High,Better,55,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2
2749,Diana Snyder,6.471661088799444,High,Excellent,Medium,Medium,Better,36,No,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3
2750,Carrie Santos,5.691851851851666,High,Excellent,Medium,Low,Better,45,No,Travel_Rarely,Research & Development,1,College,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0
2751,Maria Juarez,8.55227688531889,High,Excellent,Medium,Low,Good,35,No,Travel_Frequently,Human Resources,9,Bachelor,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2
2752,Ralph Baker,6.453641231592778,Very High,Excellent,Very High,High,Good,36,Yes,Travel_Rarely,Sales,7,College,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0
2753,Mr. Andrew Mosley,7.578354529227778,Medium,Excellent,Low,High,Good,59,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3
2754,Valerie West,6.05562583668,High,Excellent,High,Medium,Better,29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4
2755,Kimberly Ramirez,7.080356983489445,Low,Outstanding,High,Medium,Better,31,No,Travel_Rarely,Research & Development,3,College,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0
2756,David Harper,6.816948906738055,Medium,Excellent,Medium,Medium,Better,32,No,Travel_Rarely,Sales,3,Master,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9
2757,Anthony Dean,5.956238286479167,High,Excellent,Medium,Very High,Better,36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0
2758,Rachel Spencer,5.503106871931944,High,Excellent,High,Very High,Better,31,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8
2759,Ryan Patton,8.2239982150825,Very High,Excellent,High,Low,Better,35,No,Travel_Rarely,Research & Development,2,Master,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8
2760,Michelle Davis,6.0361590807675,Low,Excellent,Very High,Low,Best,45,No,Travel_Rarely,Human Resources,14,Bachelor,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0
2761,Jennifer Mcpherson,9.6303792949575,High,Excellent,Low,High,Best,37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2
2762,Daniel Lang,8.529081883087779,High,Excellent,Medium,Medium,Better,46,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2
2763,James Patel,7.364316153502778,High,Excellent,Very High,Very High,Good,30,No,Travel_Rarely,Sales,18,Bachelor,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0
2764,Tracy Davis MD,6.124945336903056,High,Excellent,Medium,High,Better,35,No,Travel_Rarely,Research & Development,20,Master,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4
2765,Bianca Dixon,8.48146140116,High,Excellent,Low,Very High,Better,55,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0
2766,Timothy Gonzalez,7.265254350736111,Very High,Excellent,Medium,Very High,Better,38,No,Non-Travel,Sales,11,Below College,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9
2767,Andrew Hebert,5.999277108433611,High,Excellent,Low,Medium,Better,34,No,Travel_Rarely,Research & Development,8,College,Medical,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3
2768,Evan Price,6.2207708612225,High,Excellent,Very High,Very High,Good,56,No,Travel_Rarely,Human Resources,2,Below College,Medical,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2
2769,Richard Gray,6.492742079428611,High,Outstanding,High,Low,Better,23,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0
2770,Kayla Smith,7.367196564033889,Medium,Excellent,Very High,Very High,Better,51,No,Travel_Rarely,Research & Development,29,Master,Life Sciences,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3
2771,Keith Smith,5.863039937527778,Very High,Outstanding,High,Very High,Better,30,No,Travel_Rarely,Sales,8,College,Technical Degree,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8
2772,Sara Steele,7.125872378402223,High,Outstanding,High,Very High,Better,46,Yes,Travel_Rarely,Sales,1,College,Medical,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7
2773,Mark Copeland,10.026880856760275,Medium,Excellent,High,Medium,Good,40,No,Travel_Frequently,Research & Development,6,Bachelor,Medical,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11
2774,Lacey Bishop,7.565866800535278,High,Excellent,High,Very High,Bad,51,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0
2775,Ronald Alvarado,8.848461624274723,High,Excellent,High,Medium,Good,30,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7
2776,Bruce Larson,6.857470995091389,High,Excellent,High,Low,Good,46,No,Travel_Frequently,Research & Development,12,Below College,Medical,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5
2777,Dustin Butler,7.230695002231111,Medium,Excellent,Medium,High,Better,32,No,Travel_Rarely,Sales,15,Bachelor,Marketing,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7
2778,Kristen Taylor,7.405288933511667,Medium,Outstanding,Low,High,Bad,54,No,Travel_Rarely,Research & Development,25,Below College,Medical,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3
2779,Dennis Strickland,5.5270716198125,High,Outstanding,Low,High,Good,24,No,Travel_Rarely,Sales,6,College,Marketing,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2
2780,Daniel Beltran,6.960893574296945,Medium,Excellent,Medium,High,Best,28,No,Non-Travel,Sales,9,Master,Medical,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4
