EmployeeID,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Name
2376,8.460333556447777,High,Excellent,Medium,Medium,Bad,37,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,Kim Gordon
2377,7.923251896474722,Medium,Excellent,High,Very High,Good,40,No,Travel_Rarely,Research & Development,8,Bachelor,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,Lisa Faulkner
2378,6.820393797411667,Medium,Excellent,Low,Very High,Better,44,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,James Grant
2379,10.61658634538139,High,Excellent,High,Very High,Better,48,No,Travel_Frequently,Sales,10,Master,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,Alexis Johnson
2380,8.424199018295278,Low,Excellent,,Very High,Good,35,Yes,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,Peter Bruce
2381,7.0600211958944445,High,Outstanding,Low,Very High,Better,24,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,Ronald Davis
2382,5.931504908522777,Low,Excellent,Medium,High,Better,27,No,Travel_Rarely,Sales,10,Master,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,Mark Ellis
2383,10.303082329317222,High,Outstanding,Very High,Very High,Good,27,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,Charles Ewing
2384,7.170908076751389,High,Excellent,Low,Low,Bad,40,Yes,Travel_Rarely,Sales,16,Master,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,David Manning
2385,7.736464747880277,Medium,Excellent,High,High,Better,29,No,Travel_Rarely,Research & Development,20,Below College,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,Alexis Scott
2386,5.6093674698794445,Medium,Outstanding,Medium,Low,Better,36,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,Karen Martinez
2387,6.212850290048888,Medium,Excellent,Very High,High,Better,25,No,Travel_Frequently,Sales,5,Below College,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,Andrew Cohen
2388,7.185829986613055,High,Excellent,Very High,Medium,Better,39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,Tina Alexander
2389,7.365792057117222,Medium,Outstanding,Low,Medium,Better,49,No,Travel_Rarely,Sales,4,College,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,Joseph Vega
2390,6.114877286925278,Medium,Excellent,Very High,Low,Better,50,No,Travel_Rarely,Research & Development,2,College,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,Johnny Carlson
2391,7.272782240071389,High,Excellent,High,High,Better,20,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,Kristin Ruiz
2392,5.618854306113334,High,Excellent,Very High,Medium,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,Brian Smith
2393,8.126080990629166,High,Excellent,Low,Medium,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,Lori Spence
2394,7.717950691655278,High,Excellent,High,High,Better,49,No,Travel_Rarely,Human Resources,6,College,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,Amy Gutierrez
2395,6.029294957608055,High,Excellent,Very High,High,,36,No,Non-Travel,Research & Development,8,Master,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,Ronald Romero
2396,6.985722891566111,High,Excellent,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,2,College,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,Veronica Johnson
2397,7.094663096831667,High,Excellent,Medium,High,Better,54,No,Travel_Rarely,Sales,24,Bachelor,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,Ethan Torres
2398,7.954294957608056,High,Excellent,High,High,Better,43,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,Angela Williams
2399,7.017688531905278,Medium,Excellent,Very High,Very High,Best,35,Yes,Travel_Frequently,Research & Development,17,Master,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,Jonathan Bradley
2400,10.392367246764724,High,Excellent,Very High,Very High,Best,38,No,Travel_Frequently,Research & Development,19,College,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,Marc Choi
2401,5.827238955823056,Medium,Excellent,Low,Medium,Good,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,Anthony Jones
2402,6.403115796519167,Medium,Excellent,Very High,Very High,Better,33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,Brandon Benson
2403,7.210163989290278,High,Excellent,Very High,Medium,Good,32,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,Samuel Cohen
2404,9.581307452030275,Medium,Excellent,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,28,Master,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,Ashlee Terrell
2405,7.390114904060556,Medium,Excellent,Very High,Low,Good,49,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,Eric Thompson
2406,6.2778145917,High,Excellent,Very High,Medium,Better,38,No,Travel_Frequently,Sales,29,College,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,Kathryn Estrada
2407,6.208456046407778,Medium,Outstanding,Medium,Medium,Better,47,No,Travel_Rarely,Research & Development,1,Master,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,Jeffrey Harper
2408,10.193777331548333,Low,Excellent,High,High,Better,49,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,Timothy Gordon
2409,7.486272869254722,Very High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Research & Development,24,Master,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,Lisa Marshall
2410,9.240784248103331,High,Excellent,Very High,Low,Better,20,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,Ray Scott
2411,5.820603525211944,Medium,Excellent,High,Very High,Better,33,No,Non-Travel,Research & Development,18,College,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,Sheri Guerrero
2412,8.150235385988333,High,Excellent,Low,High,Good,36,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,Stephen Fischer
2413,7.474545961624167,Medium,Excellent,High,Very High,Better,44,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,Karen Erickson
2414,7.1794210174027775,High,Excellent,Very High,High,Better,23,Yes,Travel_Rarely,Human Resources,6,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,Michelle Gonzalez
2415,7.520240963855278,High,Excellent,Very High,High,Good,38,No,Travel_Rarely,Research & Development,11,College,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,Nicholas Roberts
2416,9.607146363230555,High,Excellent,Medium,Very High,Better,53,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,Jason Smith
2417,6.887111780455,Low,Excellent,Very High,High,Better,48,Yes,Travel_Frequently,Sales,10,College,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,Robert Mckay
2418,6.857009147701667,High,Excellent,Very High,Medium,Better,32,Yes,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,Matthew Powell
2419,7.069322846943056,High,Outstanding,Very High,Very High,Better,26,No,Non-Travel,Research & Development,18,College,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,Luis Meza
2420,7.6756414547075,High,Excellent,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,Kenneth Stafford
2421,5.7690506470325,Low,Excellent,Medium,Very High,Best,34,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,Rebecca Nichols
2422,7.593150379294722,Medium,Excellent,High,Very High,Best,60,No,Travel_Rarely,Sales,17,Master,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,Wyatt Thompson
2423,6.094065149486667,High,Excellent,Medium,Medium,Better,33,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,Adam Wagner
2424,6.974036144578055,High,Excellent,High,Very High,Good,37,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,Rodney Todd
2425,8.659184515841112,High,Excellent,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,Tyler Baird
2426,8.236127844711945,High,Excellent,High,Very High,Better,23,Yes,Travel_Rarely,Research & Development,12,College,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,Joseph Leon
2427,7.742282463185833,Very High,Excellent,High,Very High,Better,44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,Donald Gordon
2428,7.422472110664722,High,Excellent,Low,Very High,Best,35,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,Calvin Escobar
2429,6.340751896474722,Low,Excellent,Very High,Very High,Better,43,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,Erik Smith
2430,6.483514056224722,High,Excellent,High,High,Better,24,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,Joseph Lucas
2431,7.274043953591945,High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Sales,6,Master,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,Dustin Barker
2432,6.045324631860556,High,Excellent,Very High,High,Better,29,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,Anthony Thomas
2433,6.019969879518055,Low,Excellent,High,Very High,Good,36,No,Travel_Rarely,Human Resources,1,Master,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,Jennifer Russell
2434,6.069173360106944,Medium,Excellent,High,High,Good,45,No,Non-Travel,Sales,2,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,Elizabeth Reid
2435,6.25094042838,Medium,Excellent,Very High,High,Better,24,Yes,Travel_Rarely,Sales,6,College,Medical,1,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,Maria Johnston
2436,7.496612003569722,High,Excellent,High,High,Bad,47,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,1,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,Michelle Rivera
2437,6.066388888888889,High,Excellent,Very High,High,Best,26,No,Travel_Rarely,Research & Development,9,Below College,Medical,1,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,Michael Carter
2438,6.506015171798055,High,Outstanding,Very High,Medium,Better,45,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,Adam Gates
2439,6.793806336456667,High,Excellent,Low,High,Good,32,No,Travel_Frequently,Sales,1,Below College,Marketing,1,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,Michael Ayers
2440,7.081324185631389,High,Excellent,Medium,High,Best,31,No,Travel_Rarely,Research & Development,14,College,Life Sciences,1,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,Charles Gross
2441,9.74530678268611,Low,Excellent,High,Medium,Better,41,No,Non-Travel,Sales,2,College,Medical,1,Male,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,3,1,2,Christopher Tucker
2442,5.844894020526389,High,Excellent,Medium,Low,Better,40,No,Travel_Rarely,Research & Development,22,College,Technical Degree,1,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,Ronnie Chan
2443,7.016642124051667,Medium,Excellent,Medium,Low,Best,24,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,Melissa Huang MD
2444,6.848192771084166,Medium,Excellent,High,Medium,Better,46,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,David Moore
2445,6.653464970995,High,Outstanding,Very High,High,Better,35,No,Travel_Rarely,Sales,8,Master,Life Sciences,1,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,David Lawson
2446,7.004972110664722,High,Excellent,Medium,Very High,Good,30,No,Travel_Rarely,Sales,9,Master,Marketing,1,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,Ronald Anderson
2447,9.478331102186388,High,Excellent,High,Medium,Bad,47,No,Non-Travel,Research & Development,3,College,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,Heather Brown
2448,10.323172690762778,High,Outstanding,High,Very High,Good,46,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,Stephanie Baxter
2449,6.859631860776389,High,Outstanding,Medium,Low,Better,36,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,Matthew Griffin
2450,5.794085229808055,High,Excellent,Low,Medium,Better,32,Yes,Travel_Rarely,Research & Development,26,Bachelor,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,Patricia Cobb
2451,6.322074966532778,High,Excellent,High,Medium,Bad,23,No,Travel_Rarely,Sales,6,Master,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,Nathan Dawson
2452,9.970089245872222,High,Excellent,Very High,Very High,Good,31,No,Travel_Frequently,Sales,3,Bachelor,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,Craig Baker
2453,7.340230923694722,Medium,Excellent,Very High,Very High,Better,39,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,Melody Turner
2454,7.362864792503333,Medium,Excellent,Very High,High,Bad,32,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,Gregory Gill
2455,7.6708422579205555,Medium,Excellent,Medium,Medium,Good,40,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,Steven Austin
2456,5.681246095493056,High,Excellent,High,High,Best,45,No,Travel_Rarely,Research & Development,19,Master,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,Ryan Hill
2457,5.750619143239445,High,Excellent,Very High,Low,Better,30,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,Larry Robinson
2458,6.550740740740555,High,Excellent,Low,Very High,Better,24,No,Travel_Frequently,Sales,3,Master,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,Julian Suarez
2459,7.493621151271666,High,Excellent,High,Very High,Good,30,Yes,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,Shelley Lewis
2460,6.171856314145278,Very High,Excellent,Low,High,Better,31,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,George Shaw
2461,6.262623828647778,Medium,Excellent,High,Very High,Good,27,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,William Lewis
2462,8.452941767068056,High,Excellent,Medium,Medium,Better,29,Yes,Travel_Rarely,Sales,4,Bachelor,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,Timothy Wood
2463,7.806171352074722,High,Outstanding,Very High,High,Best,29,No,Travel_Frequently,Research & Development,8,Master,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,Melinda Mcclure
2464,9.46271642124028,High,Excellent,High,Low,Better,30,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,Michael Mooney
2465,7.059110887996389,Medium,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,1,College,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,Elizabeth Pierce
2466,7.4565785363675,High,Excellent,Very High,Medium,Good,33,No,Non-Travel,Research & Development,2,Master,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,Gary Hall
2467,8.154288264167779,High,Excellent,Very High,Very High,Best,49,No,Travel_Rarely,Sales,3,Master,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,Thomas White
2468,7.287917224453333,Low,Excellent,Low,Low,Good,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,Scott Ray
2469,5.695473003123333,High,Excellent,High,Medium,Good,38,No,Travel_Frequently,Research & Development,28,Bachelor,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,Dominic Bean
2470,5.9270749665327775,High,Excellent,Low,High,Better,31,Yes,Travel_Rarely,Human Resources,9,Master,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,Jeffrey Jackson
2471,6.152429718875278,High,Excellent,Very High,Low,Better,29,No,Travel_Rarely,Research & Development,3,Master,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,Paula Phillips
2472,5.5754105310127775,High,Excellent,High,High,Better,30,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,Matthew Houston
2473,8.570076974564723,High,Excellent,Medium,Medium,Better,32,No,Non-Travel,Research & Development,10,Master,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,Heidi Calhoun
2474,7.803924587237778,Medium,Excellent,Medium,Very High,Better,38,No,Travel_Rarely,Research & Development,8,College,Technical Degree,1,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,Savannah Kelly
2475,6.2751695671575,High,Excellent,High,High,Better,43,Yes,Travel_Frequently,Research & Development,1,Master,Other,1,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,Brent Odonnell
2476,6.985215305666944,High,Excellent,Medium,Medium,Good,42,No,Travel_Rarely,Human Resources,1,Bachelor,Other,1,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,Amanda Mccoy
2477,6.485137215528611,High,Outstanding,High,,Better,55,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,Susan Cervantes
2478,5.810454038375555,High,Excellent,Very High,Medium,Good,33,No,Non-Travel,Research & Development,14,Bachelor,Other,1,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,James Jones
2479,7.893450468540555,High,Excellent,High,Low,,41,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,Daniel Day
2480,7.613278670236389,Medium,Outstanding,Very High,High,Better,34,No,Non-Travel,Research & Development,7,Master,Medical,1,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,Andrea Bolton
2481,5.681395582329166,Very High,Excellent,Low,High,Good,53,No,Non-Travel,Research & Development,10,Master,Medical,1,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,Donald Guerrero
2482,7.054228023203889,High,Excellent,Medium,Very High,Better,43,No,Travel_Rarely,Sales,16,College,Marketing,1,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,Jennifer Lawrence
2483,7.0409281570725,High,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Sales,10,College,Life Sciences,1,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,Rebecca Fox
2484,6.003904506916389,Very High,Excellent,Medium,Medium,Better,21,Yes,Travel_Rarely,Sales,1,College,Marketing,1,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,Barry Bowers
2485,8.711897590361389,Medium,Excellent,Very High,High,Better,38,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,Jamie Jacobs
2486,6.870745203034167,High,Excellent,High,Low,Better,22,Yes,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,Daniel Green
2487,6.272601517179722,Medium,Excellent,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,Matthew Oconnor
2488,7.537819053993611,High,Excellent,Low,High,Better,51,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,Marissa Mason
2489,9.43213966979,Medium,Excellent,Medium,Medium,Better,37,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,1,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,Richard Torres
2490,8.969786925479445,Very High,Excellent,High,Very High,Better,46,No,Travel_Rarely,Sales,3,Master,Marketing,1,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,Taylor Jackson
2491,8.653741633199445,Medium,Excellent,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,Marissa Clay
2492,5.887466532797778,Very High,Excellent,High,Medium,Good,44,Yes,Travel_Frequently,Sales,10,Master,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,Casey Cox
2493,8.30682954038361,High,Excellent,High,Medium,Good,37,No,Travel_Rarely,Research & Development,19,College,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,Christopher Rogers
2494,7.446529451137778,High,Outstanding,High,Very High,Better,35,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,David Alexander
2495,6.974335118250556,High,Excellent,Very High,Low,Better,33,No,Travel_Rarely,Research & Development,8,Doctor,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,Brandon Guzman
2496,6.465042391789167,High,Excellent,High,Very High,Best,28,No,Travel_Rarely,Sales,9,Bachelor,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,Jennifer Boyle
2497,6.4231548415883335,Medium,Excellent,High,High,Better,39,No,Travel_Rarely,Sales,3,Master,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,Karen Arnold
